SchoolYear,Sector,SubSector,ulcscode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2023-2024,Charter,Phila Charters,3416,Mastery Charter School at Gratz,Charters,10,184,,,,,69,37.50,115,62.50,64,34.78,120,65.22,1,0.54,1,0.54,146,79.35,19,10.33,15,8.15,0,0.00,2,1.09,
2023-2024,Charter,Phila Charters,3416,Mastery Charter School at Gratz,Charters,11,189,,,,,64,33.86,125,66.14,95,50.26,94,49.74,3,1.59,1,0.53,169,89.42,8,4.23,7,3.70,0,0.00,1,0.53,
2023-2024,Charter,Phila Charters,3416,Mastery Charter School at Gratz,Charters,12,214,,,,,84,39.25,130,60.75,96,44.86,118,55.14,0,0.00,1,0.47,185,86.45,10,4.67,18,8.41,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3416,Mastery Charter School at Gratz,Charters,All Grades,1041,,,,,342,32.85,699,67.15,486,46.69,555,53.31,6,0.58,3,0.29,883,84.82,78,7.49,62,5.96,1,0.10,8,0.77,
2023-2024,Charter,Phila Charters,3417,Universal Charter School at Audenried,Charters,09,159,,,,,29,18.24,130,81.76,98,61.64,61,38.36,0,0.00,5,3.14,142,89.31,8,5.03,3,1.89,0,0.00,1,0.63,
2023-2024,Charter,Phila Charters,3417,Universal Charter School at Audenried,Charters,10,152,,,,,27,17.76,125,82.24,78,51.32,74,48.68,0,0.00,2,1.32,143,94.08,2,1.32,2,1.32,0,0.00,3,1.97,
2023-2024,Charter,Phila Charters,3417,Universal Charter School at Audenried,Charters,11,139,,,,,35,25.18,104,74.82,72,51.80,67,48.20,0,0.00,3,2.16,116,83.45,11,7.91,7,5.04,0,0.00,2,1.44,
2023-2024,Charter,Phila Charters,3417,Universal Charter School at Audenried,Charters,12,126,,,,,43,34.13,83,65.87,74,58.73,52,41.27,0,0.00,8,6.35,107,84.92,3,2.38,4,3.17,0,0.00,4,3.17,
2023-2024,Charter,Phila Charters,3417,Universal Charter School at Audenried,Charters,All Grades,576,,,,,134,23.26,442,76.74,322,55.90,254,44.10,0,0.00,18,3.13,508,88.19,24,4.17,16,2.78,0,0.00,10,1.74,
2023-2024,Charter,Phila Charters,3418,Universal Charter School at Vare,Charters,05,27,,,,,5,18.52,22,81.48,20,74.07,7,25.93,0,0.00,3,11.11,21,77.78,2,7.41,1,3.70,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3418,Universal Charter School at Vare,Charters,06,24,,,,,2,8.33,22,91.67,10,41.67,14,58.33,0,0.00,1,4.17,19,79.17,2,8.33,2,8.33,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3418,Universal Charter School at Vare,Charters,07,57,,,,,8,14.04,49,85.96,28,49.12,29,50.88,0,0.00,13,22.81,35,61.40,4,7.02,4,7.02,0,0.00,1,1.75,
2023-2024,Charter,Phila Charters,3418,Universal Charter School at Vare,Charters,08,42,,,,,8,19.05,34,80.95,22,52.38,20,47.62,0,0.00,7,16.67,30,71.43,3,7.14,2,4.76,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3418,Universal Charter School at Vare,Charters,All Grades,150,,,,,23,15.33,127,84.67,80,53.33,70,46.67,0,0.00,24,16.00,105,70.00,11,7.33,9,6.00,0,0.00,1,0.67,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,00,85,,,,,8,9.41,77,90.59,41,48.24,44,51.76,0,0.00,0,0.00,69,81.18,5,5.88,9,10.59,0,0.00,2,2.35,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,01,82,,,,,14,17.07,68,82.93,45,54.88,37,45.12,0,0.00,0,0.00,65,79.27,7,8.54,10,12.20,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,02,95,,,,,17,17.89,78,82.11,46,48.42,49,51.58,1,1.05,1,1.05,76,80.00,12,12.63,5,5.26,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,03,73,,,,,13,17.81,60,82.19,41,56.16,32,43.84,0,0.00,0,0.00,65,89.04,2,2.74,6,8.22,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,04,71,,,,,21,29.58,50,70.42,30,42.25,41,57.75,0,0.00,0,0.00,60,84.51,1,1.41,6,8.45,1,1.41,3,4.23,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,05,90,,,,,18,20.00,72,80.00,45,50.00,45,50.00,0,0.00,1,1.11,71,78.89,7,7.78,11,12.22,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,06,84,,,,,30,35.71,54,64.29,39,46.43,45,53.57,0,0.00,0,0.00,69,82.14,6,7.14,9,10.71,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,07,80,,,,,17,21.25,63,78.75,45,56.25,35,43.75,0,0.00,0,0.00,69,86.25,6,7.50,4,5.00,0,0.00,1,1.25,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,08,77,,,,,26,33.77,51,66.23,35,45.45,42,54.55,0,0.00,2,2.60,64,83.12,4,5.19,6,7.79,0,0.00,1,1.30,
2023-2024,Charter,Phila Charters,3419,Lindley Academy Charter at Birney,Charters,All Grades,737,,,,,164,22.25,573,77.75,367,49.80,370,50.20,1,0.14,4,0.54,608,82.50,50,6.78,66,8.96,1,0.14,7,0.95,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,00,77,,,,,3,3.90,74,96.10,37,48.05,40,51.95,0,0.00,0,0.00,74,96.10,3,3.90,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,01,82,,,,,9,10.98,73,89.02,40,48.78,42,51.22,0,0.00,0,0.00,77,93.90,5,6.10,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,02,76,,,,,12,15.79,64,84.21,43,56.58,33,43.42,0,0.00,0,0.00,71,93.42,4,5.26,1,1.32,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,03,67,,,,,11,16.42,56,83.58,30,44.78,37,55.22,0,0.00,0,0.00,61,91.04,4,5.97,1,1.49,0,0.00,1,1.49,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,04,92,,,,,23,25.00,69,75.00,49,53.26,43,46.74,0,0.00,0,0.00,89,96.74,2,2.17,1,1.09,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,05,87,,,,,15,17.24,72,82.76,37,42.53,50,57.47,0,0.00,0,0.00,84,96.55,1,1.15,2,2.30,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,06,88,,,,,27,30.68,61,69.32,37,42.05,51,57.95,0,0.00,0,0.00,82,93.18,3,3.41,3,3.41,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,07,91,,,,,25,27.47,66,72.53,41,45.05,50,54.95,1,1.10,0,0.00,85,93.41,4,4.40,1,1.10,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,08,92,,,,,29,31.52,63,68.48,44,47.83,48,52.17,1,1.09,0,0.00,80,86.96,8,8.70,3,3.26,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3420,Mastery Charter School at Cleveland,Charters,All Grades,752,,,,,154,20.48,598,79.52,358,47.61,394,52.39,2,0.27,0,0.00,703,93.48,34,4.52,12,1.60,0,0.00,1,0.13,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,00,75,,,,,10,13.33,65,86.67,40,53.33,35,46.67,0,0.00,2,2.67,17,22.67,54,72.00,2,2.67,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,01,74,,,,,19,25.68,55,74.32,45,60.81,29,39.19,0,0.00,7,9.46,13,17.57,54,72.97,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,02,71,,,,,16,22.54,55,77.46,33,46.48,38,53.52,0,0.00,4,5.63,16,22.54,50,70.42,1,1.41,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,03,75,,,,,25,33.33,50,66.67,34,45.33,41,54.67,0,0.00,9,12.00,17,22.67,48,64.00,1,1.33,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,04,72,,,,,15,20.83,57,79.17,38,52.78,34,47.22,0,0.00,7,9.72,20,27.78,41,56.94,2,2.78,0,0.00,2,2.78,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,05,89,,,,,20,22.47,69,77.53,49,55.06,40,44.94,0,0.00,13,14.61,19,21.35,56,62.92,1,1.12,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,06,65,,,,,13,20.00,52,80.00,38,58.46,27,41.54,0,0.00,6,9.23,20,30.77,37,56.92,1,1.54,0,0.00,1,1.54,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,07,73,,,,,22,30.14,51,69.86,34,46.58,39,53.42,0,0.00,5,6.85,20,27.40,47,64.38,0,0.00,0,0.00,1,1.37,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,08,80,,,,,13,16.25,67,83.75,35,43.75,45,56.25,0,0.00,9,11.25,27,33.75,41,51.25,1,1.25,0,0.00,2,2.50,
2023-2024,Charter,Phila Charters,3421,Universal Charter School at Creighton,Charters,All Grades,674,,,,,153,22.70,521,77.30,346,51.34,328,48.66,0,0.00,62,9.20,169,25.07,428,63.50,9,1.34,0,0.00,6,0.89,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,00,85,,,,,11,12.94,74,87.06,43,50.59,42,49.41,1,1.18,1,1.18,35,41.18,40,47.06,7,8.24,0,0.00,1,1.18,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,01,91,,,,,23,25.27,68,74.73,47,51.65,44,48.35,0,0.00,2,2.20,38,41.76,35,38.46,10,10.99,1,1.10,5,5.49,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,02,109,,,,,30,27.52,79,72.48,46,42.20,63,57.80,0,0.00,0,0.00,57,52.29,34,31.19,14,12.84,2,1.83,2,1.83,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,03,108,,,,,34,31.48,74,68.52,53,49.07,55,50.93,0,0.00,1,0.93,53,49.07,38,35.19,11,10.19,1,0.93,4,3.70,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,04,101,,,,,38,37.62,63,62.38,44,43.56,57,56.44,0,0.00,1,0.99,57,56.44,33,32.67,9,8.91,0,0.00,1,0.99,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,05,112,,,,,35,31.25,77,68.75,60,53.57,52,46.43,0,0.00,0,0.00,57,50.89,45,40.18,8,7.14,0,0.00,2,1.79,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,06,102,,,,,44,43.14,58,56.86,57,55.88,45,44.12,1,0.98,0,0.00,49,48.04,42,41.18,7,6.86,2,1.96,1,0.98,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,07,118,,,,,39,33.05,79,66.95,57,48.31,61,51.69,0,0.00,0,0.00,69,58.47,37,31.36,9,7.63,0,0.00,3,2.54,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,08,104,,,,,35,33.65,69,66.35,45,43.27,59,56.73,1,0.96,0,0.00,51,49.04,37,35.58,15,14.42,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3422,The Philadelphia Charter School for Arts and Sciences,Charters,All Grades,930,,,,,289,31.08,641,68.92,452,48.60,478,51.40,3,0.32,5,0.54,466,50.11,341,36.67,90,9.68,6,0.65,19,2.04,
2023-2024,Charter,Phila Charters,3423,Memphis Street Academy Charter School at J.P. Jones,Charters,05,66,,,,,12,18.18,54,81.82,33,50.00,33,50.00,0,0.00,0,0.00,32,48.48,28,42.42,3,4.55,0,0.00,3,4.55,
2023-2024,Charter,Phila Charters,3423,Memphis Street Academy Charter School at J.P. Jones,Charters,06,140,,,,,36,25.71,104,74.29,75,53.57,65,46.43,0,0.00,1,0.71,49,35.00,78,55.71,2,1.43,0,0.00,10,7.14,
2023-2024,Charter,Phila Charters,3423,Memphis Street Academy Charter School at J.P. Jones,Charters,07,161,,,,,48,29.81,113,70.19,76,47.20,85,52.80,0,0.00,0,0.00,55,34.16,82,50.93,9,5.59,0,0.00,15,9.32,
2023-2024,Charter,Phila Charters,3423,Memphis Street Academy Charter School at J.P. Jones,Charters,08,176,,,,,46,26.14,130,73.86,79,44.89,97,55.11,1,0.57,0,0.00,62,35.23,87,49.43,11,6.25,0,0.00,15,8.52,
2023-2024,Charter,Phila Charters,3423,Memphis Street Academy Charter School at J.P. Jones,Charters,All Grades,543,,,,,142,26.15,401,73.85,263,48.43,280,51.57,1,0.18,1,0.18,198,36.46,275,50.64,25,4.60,0,0.00,43,7.92,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,00,43,,,,,0,0.00,43,100.00,19,44.19,24,55.81,0,0.00,0,0.00,34,79.07,5,11.63,2,4.65,0,0.00,2,4.65,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,01,35,,,,,5,14.29,30,85.71,15,42.86,20,57.14,1,2.86,2,5.71,26,74.29,2,5.71,3,8.57,0,0.00,1,2.86,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,02,57,,,,,14,24.56,43,75.44,26,45.61,31,54.39,0,0.00,2,3.51,50,87.72,3,5.26,1,1.75,0,0.00,1,1.75,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,03,40,,,,,8,20.00,32,80.00,22,55.00,18,45.00,0,0.00,3,7.50,34,85.00,3,7.50,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,04,42,,,,,8,19.05,34,80.95,18,42.86,24,57.14,0,0.00,1,2.38,36,85.71,3,7.14,1,2.38,0,0.00,1,2.38,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,05,47,,,,,12,25.53,35,74.47,21,44.68,26,55.32,0,0.00,0,0.00,44,93.62,2,4.26,0,0.00,0,0.00,1,2.13,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,06,50,,,,,11,22.00,39,78.00,22,44.00,28,56.00,0,0.00,3,6.00,42,84.00,3,6.00,1,2.00,0,0.00,1,2.00,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,07,46,,,,,14,30.43,32,69.57,22,47.83,24,52.17,0,0.00,0,0.00,41,89.13,1,2.17,3,6.52,0,0.00,1,2.17,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,08,52,,,,,12,23.08,40,76.92,24,46.15,28,53.85,1,1.92,0,0.00,47,90.38,2,3.85,1,1.92,0,0.00,1,1.92,
2023-2024,Charter,Phila Charters,3424,Universal Charter School at Alcorn,Charters,All Grades,412,,,,,84,20.39,328,79.61,189,45.87,223,54.13,2,0.49,11,2.67,354,85.92,24,5.83,12,2.91,0,0.00,9,2.18,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,00,74,,,,,10,13.51,64,86.49,33,44.59,41,55.41,0,0.00,0,0.00,71,95.95,1,1.35,0,0.00,2,2.70,0,0.00,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,01,82,,,,,12,14.63,70,85.37,36,43.90,46,56.10,0,0.00,0,0.00,81,98.78,1,1.22,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,02,72,,,,,17,23.61,55,76.39,36,50.00,36,50.00,1,1.39,0,0.00,67,93.06,3,4.17,1,1.39,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,03,71,,,,,18,25.35,53,74.65,36,50.70,35,49.30,0,0.00,0,0.00,68,95.77,1,1.41,1,1.41,0,0.00,1,1.41,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,04,58,,,,,11,18.97,47,81.03,32,55.17,26,44.83,1,1.72,0,0.00,55,94.83,0,0.00,1,1.72,1,1.72,0,0.00,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,05,72,,,,,20,27.78,52,72.22,39,54.17,33,45.83,0,0.00,0,0.00,70,97.22,1,1.39,1,1.39,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,06,73,,,,,23,31.51,50,68.49,36,49.32,37,50.68,0,0.00,0,0.00,71,97.26,1,1.37,1,1.37,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,07,70,,,,,28,40.00,42,60.00,40,57.14,30,42.86,1,1.43,0,0.00,63,90.00,2,2.86,4,5.71,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,08,74,,,,,23,31.08,51,68.92,27,36.49,47,63.51,1,1.35,0,0.00,67,90.54,1,1.35,4,5.41,0,0.00,1,1.35,
2023-2024,Charter,Phila Charters,3426,Mastery Charter School at Pastorius,Charters,All Grades,646,,,,,162,25.08,484,74.92,315,48.76,331,51.24,4,0.62,0,0.00,613,94.89,11,1.70,13,2.01,3,0.46,2,0.31,
2023-2024,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,00,84,,,,,6,7.14,78,92.86,48,57.14,36,42.86,1,1.19,0,0.00,82,97.62,0,0.00,1,1.19,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,01,82,,,,,20,24.39,62,75.61,36,43.90,46,56.10,0,0.00,0,0.00,79,96.34,2,2.44,0,0.00,0,0.00,1,1.22,
2023-2024,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,02,85,,,,,18,21.18,67,78.82,42,49.41,43,50.59,0,0.00,0,0.00,79,92.94,2,2.35,3,3.53,1,1.18,0,0.00,
2023-2024,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,03,77,,,,,19,24.68,58,75.32,40,51.95,37,48.05,0,0.00,0,0.00,71,92.21,4,5.19,2,2.60,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,04,99,,,,,22,22.22,77,77.78,48,48.48,51,51.52,0,0.00,1,1.01,92,92.93,2,2.02,2,2.02,0,0.00,2,2.02,
2023-2024,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,05,78,,,,,28,35.90,50,64.10,41,52.56,37,47.44,0,0.00,0,0.00,75,96.15,2,2.56,0,0.00,0,0.00,1,1.28,
2023-2024,Charter,Phila Charters,3427,Mastery Charter School at Wister,Charters,All Grades,505,,,,,113,22.38,392,77.62,255,50.50,250,49.50,1,0.20,1,0.20,478,94.65,12,2.38,8,1.58,1,0.20,4,0.79,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,00,72,,,,,3,4.17,69,95.83,36,50.00,36,50.00,0,0.00,0,0.00,71,98.61,1,1.39,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,01,64,,,,,9,14.06,55,85.94,29,45.31,35,54.69,0,0.00,0,0.00,63,98.44,0,0.00,0,0.00,0,0.00,1,1.56,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,02,53,,,,,7,13.21,46,86.79,25,47.17,28,52.83,1,1.89,0,0.00,50,94.34,1,1.89,1,1.89,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,03,52,,,,,6,11.54,46,88.46,26,50.00,26,50.00,0,0.00,1,1.92,50,96.15,0,0.00,1,1.92,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,04,78,,,,,15,19.23,63,80.77,41,52.56,37,47.44,0,0.00,1,1.28,73,93.59,2,2.56,1,1.28,0,0.00,1,1.28,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,05,77,,,,,12,15.58,65,84.42,34,44.16,43,55.84,0,0.00,0,0.00,76,98.70,1,1.30,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,06,73,,,,,18,24.66,55,75.34,33,45.21,40,54.79,0,0.00,0,0.00,72,98.63,0,0.00,1,1.37,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,07,70,,,,,18,25.71,52,74.29,35,50.00,35,50.00,0,0.00,0,0.00,67,95.71,0,0.00,3,4.29,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,08,60,,,,,10,16.67,50,83.33,27,45.00,33,55.00,0,0.00,0,0.00,53,88.33,1,1.67,6,10.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3428,Global Leadership Academy at Huey,Charters,All Grades,599,,,,,98,16.36,501,83.64,286,47.75,313,52.25,1,0.17,2,0.33,575,95.99,6,1.00,13,2.17,0,0.00,2,0.33,
2023-2024,Charter,Phila Charters,3436,KIPP Octavius Catto Charter School,Charters,00,99,,,,,4,4.04,95,95.96,52,52.53,47,47.47,1,1.01,4,4.04,86,86.87,3,3.03,4,4.04,0,0.00,1,1.01,
2023-2024,Charter,Phila Charters,3436,KIPP Octavius Catto Charter School,Charters,01,123,,,,,15,12.20,108,87.80,53,43.09,70,56.91,0,0.00,1,0.81,117,95.12,1,0.81,0,0.00,0,0.00,4,3.25,
2023-2024,Charter,Phila Charters,3436,KIPP Octavius Catto Charter School,Charters,02,79,,,,,6,7.59,73,92.41,37,46.84,42,53.16,0,0.00,0,0.00,74,93.67,4,5.06,1,1.27,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3436,KIPP Octavius Catto Charter School,Charters,All Grades,301,,,,,25,8.31,276,91.69,142,47.18,159,52.82,1,0.33,5,1.66,277,92.03,8,2.66,5,1.66,0,0.00,5,1.66,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,00,94,,,,,12,12.77,82,87.23,39,41.49,55,58.51,1,1.06,1,1.06,89,94.68,1,1.06,2,2.13,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,01,99,,,,,15,15.15,84,84.85,39,39.39,60,60.61,0,0.00,1,1.01,96,96.97,0,0.00,2,2.02,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,02,95,,,,,23,24.21,72,75.79,46,48.42,49,51.58,0,0.00,0,0.00,91,95.79,2,2.11,2,2.11,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,03,101,,,,,19,18.81,82,81.19,51,50.50,50,49.50,0,0.00,0,0.00,98,97.03,0,0.00,3,2.97,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,04,97,,,,,26,26.80,71,73.20,46,47.42,51,52.58,0,0.00,0,0.00,94,96.91,1,1.03,2,2.06,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,05,91,,,,,29,31.87,62,68.13,39,42.86,52,57.14,0,0.00,0,0.00,88,96.70,1,1.10,1,1.10,0,0.00,1,1.10,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,06,83,,,,,22,26.51,61,73.49,41,49.40,42,50.60,0,0.00,1,1.20,77,92.77,1,1.20,2,2.41,0,0.00,2,2.41,
2023-2024,Charter,Phila Charters,3437,KIPP North Philadelphia Charter School,Charters,All Grades,660,,,,,146,22.12,514,77.88,301,45.61,359,54.39,1,0.15,3,0.45,633,95.91,6,0.91,14,2.12,0,0.00,3,0.45,
2023-2024,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,00,45,,,,,0,0.00,45,100.00,19,42.22,26,57.78,0,0.00,0,0.00,19,42.22,14,31.11,11,24.44,0,0.00,1,2.22,
2023-2024,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,01,47,,,,,11,23.40,36,76.60,24,51.06,23,48.94,0,0.00,0,0.00,18,38.30,16,34.04,9,19.15,0,0.00,4,8.51,
2023-2024,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,02,57,,,,,18,31.58,39,68.42,27,47.37,30,52.63,0,0.00,0,0.00,24,42.11,16,28.07,9,15.79,0,0.00,8,14.04,
2023-2024,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,03,46,,,,,12,26.09,34,73.91,22,47.83,24,52.17,0,0.00,0,0.00,17,36.96,24,52.17,2,4.35,0,0.00,3,6.52,
2023-2024,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,04,50,,,,,12,24.00,38,76.00,23,46.00,27,54.00,0,0.00,0,0.00,29,58.00,14,28.00,3,6.00,0,0.00,4,8.00,
2023-2024,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,05,57,,,,,18,31.58,39,68.42,25,43.86,32,56.14,0,0.00,0,0.00,21,36.84,22,38.60,8,14.04,0,0.00,6,10.53,
2023-2024,Charter,Phila Charters,3438,Deep Roots Charter School,Charters,All Grades,302,,,,,71,23.51,231,76.49,140,46.36,162,53.64,0,0.00,0,0.00,128,42.38,106,35.10,42,13.91,0,0.00,26,8.61,
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,00,78,,,,,7,8.97,71,91.03,38,48.72,40,51.28,3,3.85,0,0.00,72,92.31,3,3.85,0,0.00,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,01,94,,,,,14,14.89,80,85.11,41,43.62,53,56.38,1,1.06,0,0.00,89,94.68,1,1.06,1,1.06,0,0.00,2,2.13,
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,02,85,,,,,19,22.35,66,77.65,42,49.41,43,50.59,0,0.00,0,0.00,72,84.71,9,10.59,3,3.53,1,1.18,0,0.00,
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,03,84,,,,,20,23.81,64,76.19,37,44.05,47,55.95,0,0.00,0,0.00,77,91.67,5,5.95,1,1.19,0,0.00,1,1.19,
